FlightID,RouteCode,Origin,Destination,FlightDate,FlightDurationMins,AircraftType,SeatsAvailable,SeatsSold,Revenue,OperationalCost
FL02286,PHXLAS165,PHX,LAS,2024-02-29,67,B737,162,107,475547.54,145428.16
FL02287,DELBOM405,DEL,BOM,2024-03-30,125,A320,180,104,113187.31,164444.16
FL02288,BOSMIA977,BOS,MIA,2024-09-11,176,B737,162,113,557536.91,164089.29
FL02289,SINDEL765,SIN,DEL,2024-09-22,443,A380,555,373,30000580.19,748532.4
FL02290,DELHYD177,DEL,HYD,2024-07-22,114,B737,162,127,62747.21,152945.03
FL02291,CCUDAC142,CCU,DAC,2024-10-10,62,A320,180,171,3754203.25,154210.22
FL02292,DELDXB146,DEL,DXB,2024-08-12,196,B737,162,101,1186805.86,165533.17
FL02293,LAXNRT573,LAX,NRT,2024-04-04,700,B777,350,283,16613846.0,583549.5
FL02294,DELJFK372,DEL,JFK,2024-01-21,587,A380,555,478,34721176.78,842322.3
FL02295,MAADEL655,MAA,DEL,2024-10-20,158,B737,162,133,561973.44,161137.28
FL02296,SINMAA969,SIN,MAA,2024-02-17,298,B777,350,102,4277265.42,421999.99
FL02297,SINDEL765,SIN,DEL,2024-12-05,463,A380,555,256,20702447.87,743044.16
FL02298,DELDXB146,DEL,DXB,2024-11-09,187,A320,180,169,3333817.56,179522.57
FL02299,CCUDEL674,CCU,DEL,2024-09-12,121,B737,162,92,70545.38,153022.32
FL02300,DXBLHR145,DXB,LHR,2024-04-16,445,B777,350,323,18959345.1,491128.66
FL02301,BOSMIA977,BOS,MIA,2024-03-12,175,B737,162,65,120903.2,160515.15
FL02302,DFWDEN334,DFW,DEN,2024-03-07,116,A320,180,97,126748.37,163474.72
FL02303,DXBLHR145,DXB,LHR,2024-09-27,455,B777,350,331,12940341.05,479706.36
FL02304,CCUDEL674,CCU,DEL,2024-10-19,122,A320,180,142,587108.86,164086.02
FL02305,BOSMIA977,BOS,MIA,2024-12-06,181,B737,162,162,663126.88,163828.5
FL02306,CCUBOM220,CCU,BOM,2024-05-25,153,A320,180,90,133549.06,170106.1
FL02307,SINMAA969,SIN,MAA,2024-12-06,275,A320,180,144,3445682.32,190091.18
FL02308,DXBBOM181,DXB,BOM,2024-04-09,187,B737,162,121,2737056.13,162127.8
FL02309,DELMAA878,DEL,MAA,2024-12-01,163,B737,162,109,647917.38,159846.93
FL02310,DELHYD177,DEL,HYD,2024-10-25,116,B737,162,106,98268.55,155305.88
FL02311,HYDDEL202,HYD,DEL,2024-08-05,137,A320,180,132,574044.71,164778.32
FL02312,KTMDEL629,KTM,DEL,2024-01-14,106,A320,180,140,3615455.82,162333.52
FL02313,LASPHX403,LAS,PHX,2024-08-04,61,B737,162,69,63730.77,145095.9
FL02314,BLRDEL424,BLR,DEL,2024-11-13,168,A320,180,90,538000.55,170772.86
FL02315,BOMDEL453,BOM,DEL,2024-03-07,116,A320,180,58,124147.58,165155.8
FL02316,JFKLAX182,JFK,LAX,2024-03-22,340,B737,162,118,116501.68,181569.95
FL02317,SINMAA969,SIN,MAA,2024-05-07,290,B737,162,54,977397.6,181107.13
FL02318,DELSIN670,DEL,SIN,2024-11-23,451,A380,555,426,33840052.61,741333.93
FL02319,MIABOS172,MIA,BOS,2024-06-27,187,B737,162,137,540207.65,161284.99
FL02320,DXBBOM181,DXB,BOM,2024-05-08,165,A320,180,123,1891025.17,170817.94
FL02321,JFKDEL155,JFK,DEL,2024-03-03,584,A380,555,145,10389635.76,1067466.78
FL02322,BLRHYD297,BLR,HYD,2024-07-23,58,A320,180,154,650762.67,155959.42
FL02323,BOMLHR621,BOM,LHR,2024-02-19,560,B777,350,254,9896759.41,508009.96
FL02324,SINMAA969,SIN,MAA,2024-06-24,289,B777,350,301,12922208.98,406569.09
FL02325,BOMBLR153,BOM,BLR,2024-08-24,102,A320,180,119,641603.26,162687.39
FL02326,ATLORD193,ATL,ORD,2024-05-21,139,B777,350,266,2028476.41,359036.59
FL02327,BOMDEL453,BOM,DEL,2024-08-10,119,A320,180,131,566029.68,163498.79
FL02328,HKGSFO785,HKG,SFO,2024-05-09,708,B777,350,266,14309299.36,562578.21
FL02329,JFKDEL155,JFK,DEL,2024-04-12,575,A380,555,375,19218040.99,843492.77
FL02330,DXBBOM181,DXB,BOM,2024-07-20,169,A320,180,109,1698594.08,170841.4
FL02331,DXBBOM181,DXB,BOM,2024-08-31,165,A320,180,51,751513.69,172600.66
FL02332,GOIBOM673,GOI,BOM,2024-11-16,71,B737,162,143,736973.46,144510.08
FL02333,PHXLAS165,PHX,LAS,2024-03-04,60,B737,162,87,85181.86,144772.68
FL02334,BOMLHR621,BOM,LHR,2024-10-09,580,A380,555,291,23919737.93,832752.56
FL02335,SFOHKG814,SFO,HKG,2024-01-02,692,B777,350,350,22200645.82,561640.89
FL02336,DELBLR942,DEL,BLR,2024-11-07,165,A320,180,162,676932.86,172605.29
FL02337,KTMDEL629,KTM,DEL,2024-11-06,116,B777,350,277,11021658.14,348161.24
FL02338,SINDEL765,SIN,DEL,2024-03-02,453,B777,350,224,9287071.19,471214.08
FL02339,DELKTM414,DEL,KTM,2024-02-20,120,A320,180,67,1354698.17,163288.5
FL02340,AMDDEL683,AMD,DEL,2024-03-30,105,A320,180,118,115813.02,161735.35
FL02341,LAXNRT573,LAX,NRT,2024-05-28,676,B777,350,350,23343745.56,564543.06
FL02342,DELMAA878,DEL,MAA,2024-05-15,152,B737,162,137,849928.98,160236.44
FL02343,CCUDEL674,CCU,DEL,2024-09-20,130,A320,180,169,955606.68,164402.73
FL02344,BLRDEL424,BLR,DEL,2024-12-04,153,B737,162,122,757501.23,159869.41
FL02345,MAASIN314,MAA,SIN,2024-10-06,299,B777,350,331,13936994.75,420012.95
FL02346,FRABLR286,FRA,BLR,2024-10-31,593,B777,350,350,18204939.23,553693.37
FL02347,MAADEL655,MAA,DEL,2024-01-12,173,B777,350,339,3205191.37,374809.61
FL02348,DELDXB146,DEL,DXB,2024-02-06,189,A320,180,145,2854096.15,296460.87
FL02349,BOMCCU689,BOM,CCU,2024-08-19,150,B737,162,135,542534.52,159279.62
FL02350,DELSIN670,DEL,SIN,2024-09-16,440,A380,555,525,18273993.86,710221.45
FL02351,DELAMD347,DEL,AMD,2024-08-02,95,B737,162,115,93645.37,151103.34
FL02352,DFWDEN334,DFW,DEN,2024-06-02,117,B737,162,116,610290.26,152507.96
FL02353,DELDXB146,DEL,DXB,2024-12-11,202,B737,162,139,1448679.38,165349.28
FL02354,DACCCU362,DAC,CCU,2024-08-25,61,A320,180,123,2622186.07,154399.34
FL02355,LAXNRT573,LAX,NRT,2024-05-16,701,A380,555,244,20551897.41,856780.68
FL02356,MAADEL655,MAA,DEL,2024-08-04,159,B737,162,61,124267.61,159774.43
FL02357,CCUBOM220,CCU,BOM,2024-12-11,155,A320,180,180,1054535.02,275348.97
FL02358,ORDATL400,ORD,ATL,2024-08-23,138,A320,180,149,691058.08,168826.51
FL02359,BOMGOI330,BOM,GOI,2024-11-05,65,B737,162,140,540856.51,145119.1
FL02360,BOMLHR621,BOM,LHR,2024-05-15,564,B777,350,297,13369350.29,524134.95
FL02361,DELMAA878,DEL,MAA,2024-03-19,163,A320,180,100,107430.75,173567.17
FL02362,SINDEL765,SIN,DEL,2024-11-18,458,A380,555,450,24132262.59,734660.42
FL02363,DELJFK372,DEL,JFK,2024-05-16,580,A380,555,492,36975077.7,820029.58
FL02364,DELHYD177,DEL,HYD,2024-07-21,131,B777,350,305,1652626.85,354927.84
FL02365,DELMAA878,DEL,MAA,2024-11-15,155,A320,180,117,103897.7,173648.41
FL02366,SINDEL765,SIN,DEL,2024-05-07,446,A380,555,540,21254522.25,751976.03
FL02367,HKGSFO785,HKG,SFO,2024-04-29,694,B777,350,305,17659483.73,563014.95
FL02368,DELBLR942,DEL,BLR,2024-06-13,150,B777,350,251,1835041.5,372744.9
FL02369,DELKTM414,DEL,KTM,2024-05-22,115,A320,180,157,2820462.75,163669.68
FL02370,JFKLAX182,JFK,LAX,2024-04-08,320,B777,350,251,2148141.2,430587.87
FL02371,LASPHX403,LAS,PHX,2024-09-04,75,B737,162,153,181337.32,233118.8
FL02372,DELAMD347,DEL,AMD,2024-10-20,112,B737,162,143,679833.41,151359.53
FL02373,DELBOM405,DEL,BOM,2024-08-24,119,B737,162,98,109787.95,152617.45
FL02374,DXBDEL706,DXB,DEL,2024-02-23,205,B737,162,126,2045608.36,166673.38
FL02375,DFWDEN334,DFW,DEN,2024-10-06,134,B777,350,313,2577637.43,358176.52
FL02376,SINDEL765,SIN,DEL,2024-11-12,462,B777,350,255,12095039.12,480686.87
FL02377,DACCCU362,DAC,CCU,2024-06-16,49,B737,162,127,1591390.4,144023.94
FL02378,BLRBOM564,BLR,BOM,2024-11-02,104,B737,162,104,507767.58,150835.05
FL02379,HYDBLR645,HYD,BLR,2024-07-14,70,B737,162,93,59808.02,145524.12
FL02380,NRTLAX296,NRT,LAX,2024-04-26,682,A380,555,449,35394851.09,904325.03
FL02381,SFOSEA804,SFO,SEA,2024-07-29,111,A320,180,137,67082.68,163475.89
FL02382,ATLORD193,ATL,ORD,2024-07-13,142,B737,162,93,136626.51,215246.01
FL02383,JFKDEL155,JFK,DEL,2024-09-28,579,B777,350,248,8684432.82,936925.66
FL02384,NRTLAX296,NRT,LAX,2024-10-12,689,A380,555,449,30530136.35,862690.5
FL02385,DELAMD347,DEL,AMD,2024-06-08,106,A320,180,180,930219.67,161131.89
FL02386,DACCCU362,DAC,CCU,2024-08-18,71,A320,180,118,1799502.54,153983.96
FL02387,DELDXB146,DEL,DXB,2024-01-15,197,B737,162,137,3407806.77,163154.06
FL02388,CCUDAC142,CCU,DAC,2024-03-07,47,A320,180,105,1608492.68,154427.35
FL02389,BOMBLR153,BOM,BLR,2024-06-20,114,A320,180,147,949737.06,160607.69
FL02390,SEASFO967,SEA,SFO,2024-04-05,115,A320,180,62,133046.89,164003.27
FL02391,SEASFO967,SEA,SFO,2024-09-01,120,B777,350,275,1907177.69,352686.23
FL02392,DELMAA878,DEL,MAA,2024-02-23,168,A320,180,58,129136.16,169436.86
FL02393,BOMDXB422,BOM,DXB,2024-09-30,179,B777,350,295,17868469.98,367951.62
FL02394,DELBOM405,DEL,BOM,2024-10-28,110,A320,180,143,794985.85,241374.17
FL02395,DELCCU927,DEL,CCU,2024-03-29,117,B737,162,128,106064.84,155798.06
FL02396,KTMDEL629,KTM,DEL,2024-08-16,122,B737,162,73,1368779.93,153160.0
FL02397,JFKDEL155,JFK,DEL,2024-03-16,574,B777,350,280,8376106.04,527737.36
FL02398,LHRDXB596,LHR,DXB,2024-09-02,456,A380,555,428,32489881.23,742471.07
FL02399,BOMLHR621,BOM,LHR,2024-10-10,576,B777,350,333,13394286.59,545055.8
FL02400,CCUBOM220,CCU,BOM,2024-03-04,151,A320,180,132,116390.85,169232.65
FL02401,ATLORD193,ATL,ORD,2024-05-17,144,B737,162,87,174580.32,206100.12
FL02402,BOMGOI330,BOM,GOI,2024-06-22,57,B737,162,162,941018.08,144538.53
FL02403,DELCCU927,DEL,CCU,2024-08-17,132,A320,180,131,641546.36,166548.7
FL02404,NRTLAX296,NRT,LAX,2024-02-13,697,A380,555,441,24094464.1,852244.0
FL02405,BOMGOI330,BOM,GOI,2024-12-13,70,B737,162,154,596419.24,145399.83
FL02406,BOMLHR621,BOM,LHR,2024-03-27,577,B777,350,278,10231320.98,501999.53
FL02407,BLRDEL424,BLR,DEL,2024-02-04,160,B737,162,104,113255.18,157401.6
FL02408,HKGSFO785,HKG,SFO,2024-01-17,704,A380,555,555,57892431.89,869085.72
FL02409,DELDXB146,DEL,DXB,2024-05-16,185,B737,162,125,2942123.07,166470.96
FL02410,DELBLR942,DEL,BLR,2024-12-24,162,B737,162,162,864506.44,160237.38
FL02411,MIABOS172,MIA,BOS,2024-05-26,180,A320,180,127,631787.46,177196.88
FL02412,DELAMD347,DEL,AMD,2024-12-09,95,A320,180,154,837004.14,162071.63
FL02413,BOMDXB422,BOM,DXB,2024-07-04,187,B737,162,115,1973674.52,160880.65
FL02414,LHRBOM617,LHR,BOM,2024-11-24,567,B777,350,310,17162292.09,531134.47
FL02415,LHRJFK256,LHR,JFK,2024-03-16,452,B777,350,284,11487572.53,468325.82
FL02416,LHRDXB596,LHR,DXB,2024-11-14,436,B777,350,269,13337234.6,476031.0
FL02417,CCUDAC142,CCU,DAC,2024-12-19,68,B737,162,141,3857742.21,143872.61
FL02418,DELHYD177,DEL,HYD,2024-02-23,114,B737,162,107,102481.13,153514.95
FL02419,JFKDEL155,JFK,DEL,2024-11-02,571,B777,350,335,17732474.67,834883.74
FL02420,DACCCU362,DAC,CCU,2024-10-12,64,A320,180,156,1311702.23,153997.57
FL02421,DELJFK372,DEL,JFK,2024-02-27,572,B777,350,253,10160933.53,521582.83
FL02422,CCUDAC142,CCU,DAC,2024-03-29,52,A320,180,122,1455249.26,198675.56
FL02423,BOMCCU689,BOM,CCU,2024-01-23,143,A320,180,135,647360.5,287598.81
FL02424,DELMAA878,DEL,MAA,2024-07-16,172,B737,162,110,97314.93,157550.93
FL02425,BLRFRA643,BLR,FRA,2024-10-12,607,A380,555,499,16023698.61,796956.91
FL02426,MAADEL655,MAA,DEL,2024-04-06,159,B737,162,146,566142.01,161330.83
FL02427,DACCCU362,DAC,CCU,2024-06-12,47,A320,180,167,2648690.53,154251.55
FL02428,DELJFK372,DEL,JFK,2024-08-03,577,B777,350,280,12249455.28,837932.41
FL02429,GOIBOM673,GOI,BOM,2024-10-28,76,A320,180,162,618938.96,154864.34
FL02430,SYDSIN316,SYD,SIN,2024-08-22,500,A380,555,380,19105076.77,758230.54
FL02431,LAXJFK190,LAX,JFK,2024-10-28,319,B777,350,335,2336292.29,442525.47
FL02432,SEASFO967,SEA,SFO,2024-12-08,113,A320,180,154,660536.09,164415.76
FL02433,DELKTM414,DEL,KTM,2024-02-14,111,A320,180,133,2615020.43,164617.3
FL02434,DELBOM405,DEL,BOM,2024-10-04,114,B737,162,129,705859.91,153935.08
FL02435,SYDSIN316,SYD,SIN,2024-01-22,505,A380,555,416,39385491.02,782564.22
FL02436,SFOSEA804,SFO,SEA,2024-05-30,113,B737,162,134,733838.46,152314.11
FL02437,BOMCCU689,BOM,CCU,2024-08-23,159,A320,180,130,565440.66,170250.78
FL02438,DACCCU362,DAC,CCU,2024-03-01,65,B737,162,133,2202915.0,143876.04
FL02439,DELMAA878,DEL,MAA,2024-07-08,170,A320,180,125,489955.23,172929.06
FL02440,BOSMIA977,BOS,MIA,2024-01-12,185,B737,162,137,134183.48,160504.05
FL02441,CCUDAC142,CCU,DAC,2024-07-02,51,B737,162,140,2277344.36,143938.53
FL02442,DFWDEN334,DFW,DEN,2024-02-10,123,A320,180,95,137502.39,166303.14
FL02443,KTMDEL629,KTM,DEL,2024-02-07,105,A320,180,114,1842395.07,164701.28
FL02444,BOSMIA977,BOS,MIA,2024-05-28,191,A320,180,169,696663.65,173491.43
FL02445,CCUBOM220,CCU,BOM,2024-02-19,145,B737,162,124,503322.12,156912.6
FL02446,BLRFRA643,BLR,FRA,2024-07-25,605,A380,555,386,19334206.55,798402.31
FL02447,LAXJFK190,LAX,JFK,2024-02-08,326,B777,350,269,2047079.23,442782.44
FL02448,DXBLHR145,DXB,LHR,2024-05-16,443,A380,555,401,15439904.4,739831.28
FL02449,PHXLAS165,PHX,LAS,2024-01-24,57,B737,162,162,674291.17,145410.95
FL02450,DELHYD177,DEL,HYD,2024-07-06,114,B737,162,90,78084.12,155212.74
FL02451,DELMAA878,DEL,MAA,2024-04-22,166,B737,162,151,631666.53,161472.96
FL02452,BOMCCU689,BOM,CCU,2024-03-10,160,A320,180,141,725460.99,170011.5
FL02453,FRABLR286,FRA,BLR,2024-05-23,606,B777,350,125,6571758.53,555776.09
FL02454,CCUBOM220,CCU,BOM,2024-05-14,155,A320,180,139,572285.47,169648.15
FL02455,KTMDEL629,KTM,DEL,2024-07-10,122,B737,162,46,859889.26,153400.19
FL02456,SFOHKG814,SFO,HKG,2024-01-31,701,A380,555,307,21172998.35,894233.97
FL02457,CCUDAC142,CCU,DAC,2024-12-02,69,B737,162,68,1107710.41,144210.45
FL02458,ATLORD193,ATL,ORD,2024-08-13,135,A320,180,74,102224.42,166406.21
FL02459,JFKDEL155,JFK,DEL,2024-06-09,587,B777,350,239,12307507.43,544703.3
FL02460,MAADEL655,MAA,DEL,2024-10-20,177,B737,162,139,580095.29,158672.1
FL02461,LHRJFK256,LHR,JFK,2024-10-17,448,B777,350,281,14381913.89,466888.48
FL02462,ORDATL400,ORD,ATL,2024-05-11,135,A320,180,155,69062.25,169602.93
FL02463,FRABLR286,FRA,BLR,2024-09-20,607,A380,555,534,17357752.23,811188.7
FL02464,MAADEL655,MAA,DEL,2024-02-06,173,A320,180,60,141811.51,172607.49
FL02465,FRABLR286,FRA,BLR,2024-12-16,615,B777,350,329,16487948.62,556969.92
FL02466,DELJFK372,DEL,JFK,2024-08-12,571,A380,555,443,32247015.09,800033.54
FL02467,SFOSEA804,SFO,SEA,2024-07-26,115,B737,162,140,535155.1,152792.15
FL02468,DELCCU927,DEL,CCU,2024-04-22,133,B737,162,157,847063.56,155798.77
FL02469,DELCCU927,DEL,CCU,2024-03-31,137,B737,162,96,91902.59,155379.86
FL02470,MAASIN314,MAA,SIN,2024-03-11,283,B737,162,101,1141061.91,180376.55
FL02471,HKGSFO785,HKG,SFO,2024-07-03,692,B777,350,232,4944836.32,596961.53
FL02472,CCUDEL674,CCU,DEL,2024-01-05,120,B737,162,157,751703.26,155278.77
FL02473,DELBLR942,DEL,BLR,2024-12-24,157,A320,180,136,987083.32,169259.25
FL02474,BOMBLR153,BOM,BLR,2024-02-21,114,B777,350,237,1385811.01,348324.28
FL02475,BOMDEL453,BOM,DEL,2024-05-31,111,A320,180,154,749675.59,164504.94
FL02476,BOMCCU689,BOM,CCU,2024-07-26,151,B737,162,109,78403.05,159599.57
FL02477,SFOHKG814,SFO,HKG,2024-12-15,701,A380,555,413,25758823.39,852365.39
FL02478,DACCCU362,DAC,CCU,2024-10-16,70,A320,180,180,2573087.07,154574.58
FL02479,JFKDEL155,JFK,DEL,2024-01-26,572,A380,555,220,15079509.05,827646.4
FL02480,DELKTM414,DEL,KTM,2024-12-01,112,B737,162,161,3330686.16,153260.77
FL02481,DELBLR942,DEL,BLR,2024-01-23,154,A320,180,171,1116382.27,172026.74
FL02482,BOSMIA977,BOS,MIA,2024-01-26,172,B737,162,162,901338.66,161874.21
FL02483,DELKTM414,DEL,KTM,2024-02-03,108,A320,180,88,1242333.21,163847.57
FL02484,GOIBOM673,GOI,BOM,2024-01-07,57,B737,162,162,670420.3,144757.13
FL02485,DELBLR942,DEL,BLR,2024-08-07,152,B737,162,69,139487.78,202976.79
FL02486,BOMLHR621,BOM,LHR,2024-11-10,579,B777,350,334,20204699.6,516378.23
FL02487,FRABLR286,FRA,BLR,2024-10-06,608,A380,555,516,31560721.38,815924.7
FL02488,LAXJFK190,LAX,JFK,2024-07-04,336,A320,180,102,100385.59,198136.14
FL02489,DELBOM405,DEL,BOM,2024-07-22,108,B737,162,139,680576.49,152908.69
FL02490,BOMLHR621,BOM,LHR,2024-08-12,575,B777,350,200,9454895.98,653491.43
FL02491,DELDXB146,DEL,DXB,2024-12-14,194,A320,180,119,2263705.98,174885.85
FL02492,GOIBOM673,GOI,BOM,2024-07-10,77,A320,180,102,87906.66,155404.67
FL02493,MAASIN314,MAA,SIN,2024-06-20,277,B777,350,268,14986996.36,423030.89
FL02494,PHXLAS165,PHX,LAS,2024-07-13,67,A320,180,108,85602.65,155234.28
FL02495,BOMLHR621,BOM,LHR,2024-10-25,564,B777,350,129,8034849.81,532595.35
FL02496,BLRHYD297,BLR,HYD,2024-06-06,75,B737,162,116,71860.1,145902.82
FL02497,DELBLR942,DEL,BLR,2024-08-03,167,B737,162,93,99719.5,159909.15
FL02498,LHRBOM617,LHR,BOM,2024-09-18,572,A380,555,347,28911880.21,779914.69
FL02499,DENDFW439,DEN,DFW,2024-03-10,126,A320,180,95,127301.64,164463.69
FL02500,LAXJFK190,LAX,JFK,2024-10-15,323,B777,350,350,2625721.34,724688.59
FL02501,MAADEL655,MAA,DEL,2024-10-30,159,A320,180,138,643667.77,170081.06
FL02502,SFOSEA804,SFO,SEA,2024-04-01,117,B737,162,151,529480.38,151799.49
FL02503,CCUBOM220,CCU,BOM,2024-08-24,157,A320,180,151,713643.28,168369.21
FL02504,BLRBOM564,BLR,BOM,2024-06-25,99,A320,180,138,820512.81,160599.83
FL02505,SEASFO967,SEA,SFO,2024-03-27,112,B737,162,72,97609.41,151272.79
FL02506,DELKTM414,DEL,KTM,2024-03-04,120,B777,350,279,12631869.16,352371.02
FL02507,BOMBLR153,BOM,BLR,2024-02-27,95,A320,180,106,80265.03,162007.58
FL02508,DXBLHR145,DXB,LHR,2024-06-09,454,B777,350,301,19871272.97,464274.2
FL02509,BOMBLR153,BOM,BLR,2024-09-21,100,A320,180,57,66461.09,161462.79
FL02510,LASPHX403,LAS,PHX,2024-12-24,57,A320,180,150,873579.6,155341.39
FL02511,DELDXB146,DEL,DXB,2024-09-02,194,B777,350,315,12979573.82,388469.5
FL02512,SINMAA969,SIN,MAA,2024-02-19,275,A320,180,102,1119172.76,190999.51
FL02513,BLRDEL424,BLR,DEL,2024-04-19,157,A320,180,145,734169.01,293511.68
FL02514,DELHYD177,DEL,HYD,2024-03-20,133,B737,162,45,203931.53,268471.58
FL02515,CCUDEL674,CCU,DEL,2024-09-25,135,B737,162,104,582849.69,155879.33
FL02516,BLRFRA643,BLR,FRA,2024-12-24,591,A380,555,223,19592282.72,788781.56
FL02517,JFKLHR189,JFK,LHR,2024-01-26,439,B777,350,350,15867695.69,488696.5
FL02518,HKGSFO785,HKG,SFO,2024-07-02,709,B777,350,209,10796353.89,557640.57
FL02519,DELCCU927,DEL,CCU,2024-03-07,129,A320,180,117,573638.23,242906.85
FL02520,DELCCU927,DEL,CCU,2024-01-30,131,A320,180,180,863607.88,213000.22
FL02521,BOSMIA977,BOS,MIA,2024-10-26,172,A320,180,85,75970.29,172282.73
FL02522,LHRJFK256,LHR,JFK,2024-11-02,437,B777,350,172,9580361.52,492993.18
FL02523,LASPHX403,LAS,PHX,2024-11-07,59,A320,180,102,504543.9,156035.44
FL02524,BLRBOM564,BLR,BOM,2024-01-15,95,B777,350,350,3513665.83,349653.29
FL02525,FRABLR286,FRA,BLR,2024-03-24,603,B777,350,193,9384173.13,555474.89
FL02526,PHXLAS165,PHX,LAS,2024-01-29,65,A320,180,176,922975.87,155898.45
FL02527,BOSMIA977,BOS,MIA,2024-01-21,188,B777,350,350,3845275.78,372156.38
FL02528,JFKDEL155,JFK,DEL,2024-07-04,576,B777,350,146,7197787.01,539179.95
FL02529,LHRJFK256,LHR,JFK,2024-08-08,457,B777,350,217,8205837.74,485892.5
FL02530,BLRHYD297,BLR,HYD,2024-06-25,61,A320,180,95,104759.91,155998.77
FL02531,MAASIN314,MAA,SIN,2024-03-09,283,A320,180,140,1720188.34,195414.67
FL02532,CCUDEL674,CCU,DEL,2024-12-06,139,B737,162,103,496337.69,154929.2
FL02533,JFKLAX182,JFK,LAX,2024-03-18,319,B737,162,61,82957.13,187974.47
FL02534,BOMLHR621,BOM,LHR,2024-10-31,564,A380,555,487,39683984.83,837912.15
FL02535,JFKLHR189,JFK,LHR,2024-06-08,447,B777,350,335,18983795.27,479090.54
FL02536,DELAMD347,DEL,AMD,2024-10-13,98,A320,180,133,521835.79,162414.97
FL02537,BOSMIA977,BOS,MIA,2024-04-05,179,B777,350,299,2027703.22,374051.95
FL02538,DELAMD347,DEL,AMD,2024-01-18,110,B777,350,296,1324471.78,348216.42
FL02539,DXBDEL706,DXB,DEL,2024-01-15,208,A320,180,180,3778657.62,176471.78
FL02540,DFWDEN334,DFW,DEN,2024-10-15,134,B777,350,292,2634760.15,354258.53
FL02541,DACCCU362,DAC,CCU,2024-05-17,52,B737,162,162,3937347.44,143749.17
FL02542,ATLORD193,ATL,ORD,2024-08-11,156,B777,350,247,1967451.63,361624.92
FL02543,BLRFRA643,BLR,FRA,2024-07-14,592,A380,555,321,16434437.0,808894.08
FL02544,CCUBOM220,CCU,BOM,2024-07-08,162,A320,180,80,130360.52,169266.37
FL02545,DELKTM414,DEL,KTM,2024-09-17,112,B777,350,138,7490816.8,470733.89
FL02546,DELJFK372,DEL,JFK,2024-10-21,574,A380,555,423,29389710.72,783805.07
FL02547,DELBOM405,DEL,BOM,2024-05-21,114,A320,180,80,119146.32,165417.44
FL02548,CCUBOM220,CCU,BOM,2024-05-26,149,A320,180,96,104185.77,170191.68
FL02549,HYDBLR645,HYD,BLR,2024-03-21,66,B737,162,125,79944.98,145333.25
FL02550,CCUDEL674,CCU,DEL,2024-01-29,120,B737,162,149,859602.35,154310.55
FL02551,DELKTM414,DEL,KTM,2024-01-10,118,B737,162,93,2254864.67,152209.51
FL02552,BOMDXB422,BOM,DXB,2024-03-26,164,A320,180,51,132126.48,173273.7
FL02553,DELKTM414,DEL,KTM,2024-05-23,125,B777,350,267,16380362.08,352178.21
FL02554,DACCCU362,DAC,CCU,2024-09-15,67,A320,180,128,2894941.26,154381.05
FL02555,PHXLAS165,PHX,LAS,2024-09-11,74,A320,180,172,984385.72,156009.1
FL02556,BOMDEL453,BOM,DEL,2024-07-29,120,B737,162,135,633901.54,152004.4
FL02557,BOSMIA977,BOS,MIA,2024-10-22,172,A320,180,162,760889.89,172946.3
FL02558,BLRBOM564,BLR,BOM,2024-02-01,97,A320,180,97,109241.52,162395.73
FL02559,BOMDXB422,BOM,DXB,2024-10-01,183,A320,180,106,1944284.84,173775.77
FL02560,DELBLR942,DEL,BLR,2024-03-18,155,A320,180,131,595123.24,169093.86
FL02561,JFKLAX182,JFK,LAX,2024-04-09,340,B777,350,108,253728.38,444113.4
FL02562,DELJFK372,DEL,JFK,2024-04-21,572,B777,350,282,14295639.24,507865.23
FL02563,DELKTM414,DEL,KTM,2024-03-03,126,A320,180,128,1881314.74,162327.72
FL02564,DENDFW439,DEN,DFW,2024-01-14,137,A320,180,148,947653.49,166167.9
FL02565,HYDBLR645,HYD,BLR,2024-07-10,63,A320,180,120,624972.08,156270.24
FL02566,DELKTM414,DEL,KTM,2024-03-27,121,A320,180,132,2501898.54,162538.74
FL02567,DELCCU927,DEL,CCU,2024-11-04,139,B737,162,101,122108.4,154360.2
FL02568,DXBBOM181,DXB,BOM,2024-04-23,178,B737,162,113,733382.49,160772.53
FL02569,ORDATL400,ORD,ATL,2024-08-28,149,B777,350,295,2008548.31,362238.42
FL02570,CCUBOM220,CCU,BOM,2024-09-11,149,A320,180,119,564095.61,168509.97
FL02571,DFWDEN334,DFW,DEN,2024-01-08,129,A320,180,146,638498.36,165477.83
FL02572,BLRHYD297,BLR,HYD,2024-10-12,72,B737,162,143,119827.34,145058.47
FL02573,LAXNRT573,LAX,NRT,2024-11-18,700,A380,555,482,28425177.09,908831.72
FL02574,DENDFW439,DEN,DFW,2024-06-15,118,A320,180,141,584246.38,166572.3
FL02575,SFOHKG814,SFO,HKG,2024-03-13,711,A380,555,444,25880572.03,896376.98
FL02576,BLRFRA643,BLR,FRA,2024-03-19,612,B777,350,288,13933462.04,734558.9
FL02577,BOMDXB422,BOM,DXB,2024-12-16,163,B737,162,133,3230204.29,160436.49
FL02578,DFWDEN334,DFW,DEN,2024-11-12,124,A320,180,133,582313.19,163531.56
FL02579,HYDBLR645,HYD,BLR,2024-11-21,77,B737,162,128,660840.94,145030.67
FL02580,BLRBOM564,BLR,BOM,2024-05-19,93,B737,162,160,676713.82,151664.91
